SentenceIndex	DocumentId	Entity	Relation	Slotfill	Correct	Incorrect	Sentence
12670	APW_ENG_20081121.0075.LDC2009T13	Actress Salli Richardson-3	jobTitle	actress-1	1		Actress Salli Richardson- Whitfield ("Family Law") is 41.
12695	APW_ENG_20081121.0075.LDC2009T13	Actress Kathryn Crosby-3	jobTitle	actress-1	1		Actress Kathryn Crosby is 75.
12696	APW_ENG_20081121.0075.LDC2009T13	Singer Percy Sledge-3	jobTitle	singer-1	1		Singer Percy Sledge is 68.
12701	APW_ENG_20081121.0075.LDC2009T13	Singer Mark Lanegan (Queens of the Stone Age and Screaming Trees)-13	jobTitle	singer-1	1		Singer Mark Lanegan (Queens of the Stone Age and Screaming Trees) is 44.
12707	APW_ENG_20081121.0075.LDC2009T13	Actress Christina Applegate-3	jobTitle	actress-1	1		Actress Christina Applegate is 37.
12714	APW_ENG_20081121.0075.LDC2009T13	Country singer Linda Davis-4	jobTitle	singer-2	1		Country singer Linda Davis is 46.
12716	APW_ENG_20081121.0075.LDC2009T13	Country singer Joe Nichols-4	jobTitle	singer-2	1		Country singer Joe Nichols is 32.
12718	APW_ENG_20081121.0075.LDC2009T13	Singer Natasha Bedingfield-3	jobTitle	singer-1	1		Singer Natasha Bedingfield is 27.
12735	APW_ENG_20081121.0075.LDC2009T13	Singer Randy Newman-3	jobTitle	singer-1	1		Singer Randy Newman is 65.
12755	APW_ENG_20081121.0075.LDC2009T13	Actress Cathy Moriarty-3	jobTitle	actress-1	1		Actress Cathy Moriarty is 48.
12803	APW_ENG_20081121.1345.LDC2009T13	President-elect Barack Obama-17	jobTitle	president-elect-15	1		Wall Street put a stop to a terrifying decline and stormed higher Friday as President-elect Barack Obama appeared ready to tap the chief of the New York Federal Reserve as the next treasury secretary and hand him the herculean task of righting the U.S. financial system.
12803	APW_ENG_20081121.1345.LDC2009T13	New York Federal Reserve-29	province	new york-27	1		Wall Street put a stop to a terrifying decline and stormed higher Friday as President-elect Barack Obama appeared ready to tap the chief of the New York Federal Reserve as the next treasury secretary and hand him the herculean task of righting the U.S. financial system.
12808	APW_ENG_20081121.1345.LDC2009T13	New York Fed president Timothy Geithner-20	jobTitle	president-18	1		The turnaround came when word reached Wall Street that Obama was likely to nominate New York Fed president Timothy Geithner, 47, for treasury secretary.
12808	APW_ENG_20081121.1345.LDC2009T13	New York Fed president Timothy Geithner-20	province	new york-16	1		The turnaround came when word reached Wall Street that Obama was likely to nominate New York Fed president Timothy Geithner, 47, for treasury secretary.
12846	APW_ENG_20081121.1345.LDC2009T13	New York Mercantile Exchange-23	province	new york-21	1		Light, sweet crude for January delivery rose 51 cents to settle at $49.93 a barrel on the New York Mercantile Exchange.
12850	APW_ENG_20081122.0090.LDC2009T13	Detroit automakers-19	city	detroit-18	1		Ford Motor Co. may sell its fleet of five corporate jets after top executives of the three Detroit automakers were harshly criticized by members of Congress this week for their travel expenses.
12861	APW_ENG_20081122.0090.LDC2009T13	Spokesman Tom Wilkinson-3	jobTitle	spokesman-1	1		Spokesman Tom Wilkinson said the company planned to return the jets because travel spending had been cut.
12900	APW_ENG_20081129.0494.LDC2009T13	Urvashi Rangan, a senior scientist-19	jobTitle	senior scientist-19	1		"This is a slippery slope of rationalization by FDA," said Urvashi Rangan, a senior scientist with the Consumers Union in New York.
12920	APW_ENG_20081202.0201.LDC2009T13	Sen. Kennedy-2	jobTitle	sen.-1	1		Sen. Kennedy awarded honorary degree from Harvard
12963	APW_ENG_20081208.0504.LDC2009T13	Berlin police-2	city	berlin-1	1		Berlin police say there have been no violence or disturbances.
12966	APW_ENG_20081208.0504.LDC2009T13	President Karolos Papoulias-17	jobTitle	president-15	1		The Police Officers' Association has apologized to the boy's family, and President Karolos Papoulias sent a telegram to his parents expressing his condolences.
12978	APW_ENG_20081210.0985.LDC2009T13	U.S. lawmakers-19	nationality	u.s.-18	1		European stock markets closed mostly higher Wednesday, helped by gains on Wall Street and relief that U.S. lawmakers are close to a rescue deal for carmakers.
12989	APW_ENG_20081210.0985.LDC2009T13	Isabelle Job, analyst-37	jobTitle	analyst-37	1		"With more bad news to come later, industrial performance in the fourth quarter should prove to be devastating in line with the worst recession since the 90's," said Isabelle Job, analyst at Credit Agricole's Calyon.
12997	APW_ENG_20081210.0985.LDC2009T13	Kazuhiro Takahashi, equity general manager-30	jobTitle	equity general manager-30	1		"Investors welcomed the news of congressional agreement to rescue the Big Three automakers, which came after Wall Street closed," said Kazuhiro Takahashi, equity general manager at Daiwa Securities SMBC, in Tokyo.
13011	APW_ENG_20081211.0815.LDC2009T13	Detroit's carmakers-23	city	detroit-21	1		Investors took a cautious stance on Wall Street Thursday, selling stocks as they questioned whether a bill to rescue Detroit's carmakers will pass the Senate.
13037	APW_ENG_20081215.0125.LDC2009T13	Wasilla Middle School-30	city	wasilla-28	1		"The definition of the church is the body of Christ, made up of God's people," Doak said after the hourlong service at Wasilla Middle School attended by about 1,200 people.
13059	APW_ENG_20081215.0640.LDC2009T13	Illinois lawmakers-2	province	illinois-1	1		Illinois lawmakers could begin impeachment proceedings Monday against Gov. Rod Blagojevich, who has been accused of seeking bribes for the Senate seat vacated by President-elect Barack Obama.
13059	APW_ENG_20081215.0640.LDC2009T13	President-elect Barack Obama-28	jobTitle	president-elect-26	1		Illinois lawmakers could begin impeachment proceedings Monday against Gov. Rod Blagojevich, who has been accused of seeking bribes for the Senate seat vacated by President-elect Barack Obama.
13067	APW_ENG_20081215.0640.LDC2009T13	Spokesman Lucio Guerrero-3	jobTitle	spokesman-1	1		Spokesman Lucio Guerrero said the governor "has no plans on resigning Monday."
13071	APW_ENG_20081215.0640.LDC2009T13	Madigan, a Democrat representing Chicago-6	city	chicago-6	1		Madigan, a Democrat representing Chicago, hasn't taken any public position beyond saying Sunday that he will talk to the House Republican leader about the issue Monday.
13085	APW_ENG_20081215.0640.LDC2009T13	Illinois Democrat-17	province	illinois-16	1		U.S. Sen. Dick Durbin, for instance, was an early supporter, but the Illinois Democrat is now calling for Blagojevich to resign so that the lieutenant governor could appoint a senator.
13085	APW_ENG_20081215.0640.LDC2009T13	U.S. Sen. Dick Durbin-4	nationality	u.s.-1	1		U.S. Sen. Dick Durbin, for instance, was an early supporter, but the Illinois Democrat is now calling for Blagojevich to resign so that the lieutenant governor could appoint a senator.
13085	APW_ENG_20081215.0640.LDC2009T13	U.S. Sen. Dick Durbin-4	jobTitle	sen.-2	1		U.S. Sen. Dick Durbin, for instance, was an early supporter, but the Illinois Democrat is now calling for Blagojevich to resign so that the lieutenant governor could appoint a senator.
13106	APW_ENG_20081216.0208.LDC2009T13	Palestinian militant-8	nationality	palestinian-7	1		Israeli troops have killed a wanted Palestinian militant in the West Bank.
13190	APW_ENG_20081220.0593.LDC2009T13	New York's Yeshiva University-18	province	new york-15	1		Levy and Madoff were active in some of the same organizations, like New York's Yeshiva University.
13266	APW_ENG_20081222.0177.LDC2009T13	T Bank Corp. of New York-6	province	new york-6	1		T Bank Corp. of New York.
13301	CNA_ENG_20070304.0004.LDC2009T13	State Department Spokesman Sean McCormack-31	jobTitle	spokesman-29	1		In a response to China's protest over a U.S. Department of Defense's decision on Wednesday to sell US$421 million-worth missiles to Taiwan, State Department Spokesman Sean McCormack said the sales in question are consistent with the provision of the Taiwan Relations Act which requires the U.S. to make available to Taiwan defense articles necessary for Taiwan to maintain a sufficient self- defense capability.
13367	CNA_ENG_20071201.0011.LDC2009T13	Chinese professionals-50	nationality	chinese-49	1		"It will also be necessary to boost competitiveness through such steps as revamping tax policy, restructuring the financial system, carrying out educational reform, creating a more transparent, consistent and even-handed regulatory regime, and liberalizing rules on work permits for foreign and mainland Chinese professionals," said the AmCham press release.
13391	CNA_ENG_20071201.0011.LDC2009T13	Taiwan representative-18	nationality	taiwan-17	1		-- International Relations: Toward a Win-Win-Win Future by C.J. Chen, former foreign minister and Taiwan representative to the United States and the European Union.To achieve our diplomatic goals -- assuring peace, stability, prosperity, and the dignity of Taiwan in the international community -- we must try to reach greater consensus on our national identity.
13391	CNA_ENG_20071201.0011.LDC2009T13	C.J. Chen, former foreign minister-15	jobTitle	foreign minister-15	1		-- International Relations: Toward a Win-Win-Win Future by C.J. Chen, former foreign minister and Taiwan representative to the United States and the European Union.To achieve our diplomatic goals -- assuring peace, stability, prosperity, and the dignity of Taiwan in the international community -- we must try to reach greater consensus on our national identity.
13405	CNA_ENG_20071218.0047.LDC2009T13	President Chen Shui-bian-32	jobTitle	president-30	1		A former agent of the Investigation Bureau under the Ministry of Justice was nabbed in Chunghe, Taipei County Tuesday for mailing threatening letters to government leaders, including President Chen Shui-bian.
13425	CNA_ENG_20080315.0014.LDC2009T13	President Chen Shui-bian-3	jobTitle	president-1	1		President Chen Shui-bian touted Friday his insistence on Taiwan's separate identity, the consolidation and deepening of Taiwan's young democracy, and the upholding of freedom of the press as his political legacies.
13458	CNA_ENG_20080513.0031.LDC2009T13	Taiwanese aboriginal youth-3	nationality	taiwanese-1	1		Taiwanese aboriginal youth to perform in Texas
13462	CNA_ENG_20080513.0031.LDC2009T13	Taiwan expatriate association-22	nationality	taiwan-20	1		The club members, sponsored by the Houston Chapter of the Global Alliance for Democracy and Peace and a Taiwan expatriate association in Austin, are scheduled to perform in Houston and Austin on May 23 and May 24, respectively, the official said.
13521	LTW_ENG_20070203.0123.LDC2009T13	Cathie Adams, president of the Texas Eagle Forum, an organization-18	jobTitle	president-10	1		Follow the money,'' said Cathie Adams, president of the Texas Eagle Forum, an organization that promotes socially conservative government policies.
13521	LTW_ENG_20070203.0123.LDC2009T13	Texas Eagle Forum, an organization-18	province	texas-13	1		Follow the money,'' said Cathie Adams, president of the Texas Eagle Forum, an organization that promotes socially conservative government policies.
13526	LTW_ENG_20070203.0123.LDC2009T13	Texas lobbyists-6	province	texas-5	1		One of its top Texas lobbyists, Mike Toomey, is Perry's former chief of staff.
13556	LTW_ENG_20070301.0063.LDC2009T13	Polish politicians-20	nationality	polish-19	1		There is a simple calculation that explains this unfashionable support of the U.S. and its military ventures, Polish politicians, Western diplomats and analysts say: Surrounded by historically hostile countries such as Russia and Germany and abandoned in the face of Nazi invasion in 1939 by European allies such as Britain, Poland looks across the Atlantic for bankable friendship.
13565	LTW_ENG_20070301.0063.LDC2009T13	Marian Pilka, a leading member of parliament-8	jobTitle	member of parliament-8	1		Marian Pilka, a leading member of parliament in the ruling Law and Justice Party, told Newsday that when the government sits down to negotiate the missile system with the United States, it will expect something in return.
13649	LTW_ENG_20070313.0069.LDC2009T13	Las Vegas' Water Nymph-5	city	las vegas-2	1		Las Vegas' Water Nymph
13687	LTW_ENG_20070314.0171.LDC2009T13	Ross Rubin, an analyst-27	jobTitle	analyst-27	1		``At the beginning of 2006, we were seeing 42-inch LCDs at about $3,500 or $4,000,'' said Ross Rubin, an analyst with the NPD Group.
13762	LTW_ENG_20070415.0059.LDC2009T13	Iraqi Foreign Minister Hoshyar Zebari-5	nationality	iraqi-1	1		Iraqi Foreign Minister Hoshyar Zebari said four of Shahwani's agents were involved in the kidnapping and have been arrested.
